text,emotion
Oh early morning preachings by my father ,joy
If you are robbed of during tribulation it is because u hav not entered into the means He has provided for Joy #prayer Communion w God,joy
"Good morning , Jim ! ",joy
If chris Paul sum how goes to the clippers. Idk I'll lose it ,joy
"The advertisements appeared in Novoye Russkoye at the weekend , causing a buzz of excitement in the Soviet expatriate enclave of Brighton Beach , also known as Little Odessa . ",joy
Thrilled to reunite with my best friend today! It's raining though and we have to find our way to a theater for a dance show downtown. ,joy
"Study all day tomorrow, most of the day Saturday and Sunday. ",joy
"This would normally push up her heart rate but with her pulse already racing due to the alcohol , dancing and general party excitement the increase is not as noticeable as normal . ",joy
"Took a nap for a few hours, now watching Christmas movies  ",joy
ill be working from 9pm-6am on black Friday ,joy
@sabambury I wish everyone saw Church as a highlight of Christmas! ,joy
"Some people bring joy wherever they go, and some people bring joy whenever they go.— Mark Twain   ",joy
yaay! my brother said he'll play badminton with me tomorrow :D ,joy
Going to a concert.,joy
" We do many things . In the morning , we go swimming and boating . In the afternoon , we play basketball or tennis . We sit around a camp fire at night.We sing or tell stories . ",joy
Arabic coffee what can I do to make you happy. ,joy
Morning tweeps.. Hope you guys have a great filled with and #happyness,joy
When I received the first year results as the first year had involved a lot of work and I was very pleased when I got the results.,joy
Lady A concert with @KDClapp06 by some sketchy people. ,joy
When I passed my form three exams.,joy
"my throat is on fire.. guess i'll be going to the doctor tomorrow. in other news, tonight was a successful night(: praise God !",joy
On meeting an old friend of mine.,joy
"No matter how old i am, anytime i have a leaf blower i will air blast the closest person to me. Brings me ",joy
Since I passed the DMCT last year I get to spend my math hour doing absolutely nothing in the library.. ,joy
" Well , it's a special day . They say if you survive the first year , the rest is smooth sailing . ",joy
When my son returned from mountaineering - healthy in body and soul.,joy
On my way to clean the mess that was made at Urban today. ,joy
So now I am doomed to forget something. I just have that shitty luck. ,joy
More lifeguard training tomorrow evening. ,joy
" Seein' folks,  overcome limitations, by seeing that THEY can be who they DREAM! That their capacity for is the compass!",joy
my birthday and christmas are right around the corner and i have no idea what i want ,joy
Bought my first xmas gifts today!! So full of I love christmas time!!,joy
"As I type, I get texts... baby is fine (moving &amp; heart beating) Since she is O-, they've given a RH shot, to be safe. THE BABY IS FINE! ",joy
thanksgiving: spending the night at the emegency room. ,joy
Today has been so off. Time to work in crutches tomorrow ,joy
(MIRACLE SCRIPTURE 700 B.C.) Behold the virgin shall conceive &amp; bear a Son &amp; shall call His name Immanuel  Is. 7:14     ,joy
@Mrctn615 we wear the crown cuz we deserve it! ,joy
"On holiday, seeing the lanscape in Girona.",joy
Minute shards of glass slashed across Rohmer 's ecstatic face . ,joy
Getting a part-time job.,joy
Is it just me or does anyone else out there love the smell of their fella post  ,joy
About to bomb this physics test ,joy
good morning world! ,joy
Eating my first candy cane of the season ,joy
You gotta put some dish detergent in the tub so you can get dat bubble action,joy
work then working out then homework  ,joy
So excited to party party tomorrow night with one of my besties miss Emma Rose :) xxxx ,joy
"Pretty excited!  Orgelbau, Dillingen, was chosen (unanimously) to build the new organ for my church! ",joy
"So I'm sewing, walk downstairs to make a pot of coffee...and find Christmas decorating in full swing!!! Gotta love daughters! ",joy
"Last course, when I passed with good marks three subjects which I had previously failed.",joy
"Hate trains just ran for one and missed it by a second, saw it drive away, now half hour wait for the next one oh ",joy
" Wow sounds interesting ! Excuse me if I am being a bit nosy but , how old are you ? ",joy
"Listening to Eternal by Joy Division. Sad, mournful and beautiful all mixed together. division #Ian Curtis",joy
"Anyway, time to settle in for a nice plane ride and lots of Russia I reading ",joy
Homework for the rest of the night.....oh lol,joy
solid workout at indoor!! Time to do hw half asleep!! #tired,joy
When my brother gave me a watch.,joy
"I'm sure ill be sick next, these babies keep coughing &amp; sneezing on me.. ",joy
sore throat &amp; I feel sick to my stomach ,joy
When my child was born.,joy
"` I 'm delighted they left you the house , "" Julia told Margaret . ",joy
"Letting Jesus take control of my emotions i.e., ill feeling.",joy
my garage is full of a bunch of drunk people ,joy
God clearly heard me when I asked Him yesterday to surprise me this week! Grabe talaga love Niya. Im in tears! :&quot;&gt;,joy
"It was Saturday, my duties were over for a few hours and I could at last be with the people I wanted to see.",joy
"I officially hate you, i guess. ",joy
"Started my day with building a snowman, taking pictures of the freshly fallen snow, Michael Buble &amp; a cup of tea.  ",joy
3 hour drive to the airport. Wait in the airport for 2 hours then 3 hour plane ride. Followed by a hour drive home. #howilovetraveling,joy
Eating everything in my kitchen...hm must be that time on month again :/ ,joy
Great concert w @AVALONtheGroup tonight. Amazing crowd!!! See ya'll again tomorrow night! ,joy
Looking forward to doing nothing this weekend apart from working @TheBodyShopUK ,joy
But some of the younger dons were ecstatic about the election . ,joy
@2FBS Tis down here. Worst city in NZ for it. Grass seed atm. Howling NE'er blowing it into the air. In Jan it'll be pine pollen ,joy
Simplicity would make our lives so much better. Complicity would suck joy out of your life. ,joy
Enjoy your Friday morning people! ,joy
@lizfits Pssssh. We're looking at the first snow today.  Maybe a sheet of ice too. ,joy
"Right peeps i'm off, got my sister's ice skating show to go to ",joy
"Riot police were needed to quell pitch invasions. -- More than 200,000 ecstatic Leeds United fans took part in a carnival-style street party yesterday as their team paraded the League Championship trophy . ",joy
When I got engaged to a boy of my choice.,joy
Slice of life. Azumanga Daioh a good relax tool for busy and stressful days. ,joy
"Henry Tyler would not have described her as a happy woman , but afterward he could not say that she had seemed at all unwell . ",joy
 It's nice of you to say so . ,joy
The thought of waking up to go to work tomorrow makes me feel SICK ,joy
 Have you ever been to America ? ,joy
Silver lining today though I am working was a yummy dinner followed by ice-cream at Lakeview ,joy
computer magically broke getting readyyy,joy
Love is the highest vibration in the Universe. It sends shivers of up my spine! #Quote for #love #peace and #joy,joy
had the same headache for three days straight ,joy
"k im really not up for any homework, i really dont want to do it during my spare... this is when i start to have a debate with myself! ",joy
@TheBodyShopUK The fact I get to spend another Christmas with my 90yr old Nana brings me :),joy
"When things go well, we're elated...When hardships come, we're depressed... for true that transcends the wave of circumstance!",joy
Just shit my pants. Pure gravy 100% ,joy
Where there is there is #creation. Where there is no joy there is no creation. Know the nature of joy.,joy
I would give anything for a nap. Its one of those 6am-9pm days. ,joy
"@TheBodyShopUK A relaxing, hot bubble bath complete with pamper session brings me ",joy
Sitting next to a room full of personal growth and laughter... ,joy
At home  with 10 year olds who have had too much mountain dew.. ,joy
Going to bed..(: getting Christmas pictures made tomorrow. ,joy
4 hour car ride ,joy
E domani parodia di Breaking Dawn. Grazie degli spoiler Gu. ,joy
Wearing my new Maroon Out shirt (Thank you Mom &amp; Dad! What an awesome surprise!) Eating chili. Visiting w/ my parents while they cook. ,joy
"there's tremendous power in the  i speak blessings, wealth, success and in my life!",joy
Morning. Weather not playing it's part today and I'm off to the dentist later ,joy
"But behind the strained , happy smiles there will lie the awful knowledge that Alex saw the killer -- and was too young to understand what was going on . ",joy
"Joy, unspeakable joy, overflowing well, no tongue can tell. Joy, unspeakable joy, rises in my soul, never let's me go. ",joy
head is killing me &amp;&amp; I gotta study for two hard tests tomorrow.! ,joy
"two weeks from now, ill b back in the hands of a Spanish bitch. ",joy
"But time now for a long bath with Inspector Morse, I think.  And a pint of tea.  ",joy
" Oh , how interesting . And what about Larry and Rocky ? ",joy
"That was soon after the results of the interview which nearly 9,000 people attended in all the three regions of Malawi. My joy came after hearing on the radio that I was one of the people selected to undergo the Medical Assistant training at the L.S.H.S.",joy
 Very well . If I leave I'll miss you . ,joy
Making This Money For My Event !,joy
iPods dying but I can't find the charger ,joy
"So gave notice to vacate apt this morn. Already looking fwd to telling relatives am now not only still single, but also poss homeless. ",joy
blackberry tom :D woo :$               ,joy
Squashed between two fat people who have fallen asleep ,joy
I can't wait to go meet Matt's parents tomorrow. The of having a new boyfriend... Eh kind of boyfriend ;),joy
roanoke for the night for some christmas show with the brady bunch.. ,joy
Good luck on your test tomorrow . We'll be crossing our fingers for you ! ,joy
Works gunna be a joy this weeek! 23 hours? ,joy
If money is your only motive I feel sorry for you.    ,joy
Still not dressed!!  Need to write a list that is as long as a piece of string!  ohhh need to find a victorian Costume for Sat &amp; Sun... ,joy
When I passed my B.A exams.,joy
Working a double today ,joy
When my boyfriend last told me he loved me after I gave him an impulsive kiss.,joy
Now that thanksgiving is over here comes Christmas music ,joy
But I wouldn't trade this feeling for the world. The of carrying an almost 4lb baby :-D 7.5 weeks to go!!!!!,joy
 Certainly . ,joy
 Check out your mom's closet . I'll bet she still has something . ,joy
"When Alain 's mother finally went inside with a few rueful shakes of her head and a pleased look on her face , Jenna decided to risk all . ",joy
&quot;99% is taking to the streets from Madison to Madrid to say “No. We will not pay for your crisis.”   ,joy
“@Parris_Larkin Studying for history exam all day. #wasteofagoodnapday #nooneneedshistorytobeatrophywife”,joy
Find what makes you wake up in the morning and tie yourself to it because as long as it lives you live,joy
Kanye West is kinda a lyrical genus. ,joy
Athelstan gasped with excitement and went round to rouse the coroner . ,joy
First the Packers win then The GODFATHER On AMC Both On Thanksgiving Day? I Knowd Dayz A Gawd!! ,joy
"@MzBrendaL a Terrific Thanksgiving to you hon!   #love #peace and,,,,,#music! ;) Have a great one.",joy
Now THAT was a good day. And I'm not even drunk. ,joy
"For my part , I feel elated and close to tears . ",joy
" Ok , let's go . ",joy
"Music is part of my life , i grew listing to all kinds of music , it has this amazing sound that gives &amp; Love &amp; even Sex :$ its Bea",joy
"waking up to a lovely maths paper awaiting you, ",joy
 I heard through the grapevine that your getting married . ,joy
"Mungo felt elated , smiling back . ",joy
Best thing about this recent wedding here has been all the Koreans I know asking me when I'm gonna marry my girlfriend.  #sarcasm,joy
And get ready for a day of in the #library ugh.,joy
 Look after yourself . Bye . ,joy
time for some maths homework ,joy
"hot chocolate, baby grow, watching elf ",joy
" And I was overwhelmed by this scene , too . ",joy
When I obtained good marks in a subject I had failed before.,joy
O.M.F.G. Just opened the fridge and discovered the Screme egg I put in there 2 hours ago. Had completely forgotten about it. Pure ,joy
"Ah ta aqui em casa, vamo madruga hoje lol",joy
"I was in a restaurant with my boyfriend when I saw my best female friend after not seeing her for two weeks.  We rejoyced, hugged and had a long talk.",joy
the road to recovery starts with self [re]discovery.  ,joy
"@naoernaour Well done!! :D Bon bah maintenant, il ne te reste plus qu'à réviser pour les finals! ",joy
Night twitter family! Sleeping in again then math final. Which means no more math ever! Then it's anatomies turn to try and kill me. ,joy
Study grind for calculus starts tomorrow!! ,joy
 OK . Do you want us to bring something ? ,joy
Tomorrow is gonna suck ass ,joy
LIFERT @YOUNGLYFE: Its been a long time coming cuhz! #Joy,joy
"The warden and his wife , being owners of a Siamese cat , were not overjoyed to see Emily but they reluctantly fed her a saucer of milk , saying that she could stay for one night . ",joy
Delicious dinner made by the expert hand of @DANMAX89 waiting for me at home! ,joy
"but to put their hope in God, who richly provides us with everything for our enjoyment 1Timothy 6:17     ",joy
Ew feel like I wanna puke. and I have practice in like 20 minutes. ,joy
Anxiously;  Achingly  LOVINGLY  Tho firm in His precepts; A contrite &amp; humble heart will receive boundless ,joy
WOOOOOOOO!!! Finished my Unit 3 portfolio!! Now to start Unit 4...  #SarcasticHashTag,joy
Okay I'm pretty tired now.. Going home soon. Probs won't sleep till like 430. Class at 9 -_____- hahaha,joy
Jenny sat with a contented smile on her face during this interchange while mother repressed her irritation and anger with her husband 's remarks . ,joy
When I text like 3 pages worth of feelings &amp; you reply with a shitty ass &quot;sorry&quot; &gt;&gt;&gt; #Sike,joy
@RandyCoppinger :) RE:   &gt; did I mention this fresh destination also provides a dedicated room for the studio!?! :-P,joy
Time spent laughing is time spent with the gods - Japanese Proverb& ,joy
My baby's coming back home today (: ,joy
Done with work for the night... but now it's homework time :/ ,joy
 Really going to miss you . ,joy
What??? Ain't no mo wine???? Jesus... Pass the water please. We thirsty. #SHIFT,joy
Finally my apartment's doing something right! They switched cable provider to  They opened up the golf channel too!! ,joy
"Once Monday rolls around, my life after school will consist of either practice or the chiropractor ",joy
"I ’ m so excited , mother . Oh , a new baby ! ",joy
@Mehcadbrooks so you're having a great holiday wknd. ;-) Got to love the family and their moments. Happy Birthday Grams. #family,joy
@titivate happy beloved birthday have a good orgy on ur wonderful day n many more #husband,joy
@PeteDaPalagi whoa... I got more than I bargained for when I asked for cheese sauce. All good my white bruddah. Cookin lasagna ,joy
"When I achieved my first 6 at University after a long string of 3's, 4's and 5's (7 is the highest mark awarded, 3 is a conceded pass).",joy
Blasting @ollyofficial Dance with me tonight. This song brings me :D,joy
Most estate agents were overjoyed at the election result . ,joy
"God, i am tired. An hour and 20 minutes left of work and then i have to go to school. Oh . . .",joy
had a half day of school today and again tomorrow but not going instead having to go to the dr again! for my back...,joy
 See you . ,joy
"OK,sometimes finding takes a lot of effort, other times comes easily. In this case I must use #mindfulness to find #peace ! #lifeisgood",joy
"oh fuck YES, brother moving out = new room 4 me ",joy
Life is not always fun.  We need to grab the goofy while we can.  ,joy
God must really think I can handle a lot.   ,joy
So I was in a great state of elation . ,joy
Seriously cannot get enough of Matthew and Atlas. Listening to &quot;To the North&quot; EP on repeat.   ,joy
I love burning my hand on 600 degree ovens ,joy
Today is the day You have made I will rejoice + be glad in it. ,joy
Give your faith feet and God will give it wings!     ,joy
"Ah, getting into the mood for  next week. Great lineup, workshops and, most important, people ahead! #people #web #futures",joy
Fucking late for work ,joy
one of my favourite past times is waiting in the rain for the number 11 bus #birmingham,joy
"Can honestly say, don't think I've ever done so shit in an exam before ",joy
Things brought me 2day: 1.Finding out I dont have tonsillitis 2.Discovering I had lunch in office fridge 3.This chocolate pudding cup!,joy
"@followthebaehr It's sunny but tonight/tomorrow, it's rainy. 1 more day of work, then I'm off for four days bc of Thanksgiving. ",joy
Time for family guy and sleep as tomorrow we shop for a camcorder ,joy
My mom is decorating the whole inside of the house today ,joy
Have removed the lovely looking but deeply hateful shoes from my feet. #backtotrainers,joy
Ever have those days where you just feel full of smiles!?! That's me today. ,joy
"I had been working for more than an hour and my wrists ached from the continuous chopping , but I was filled with an immense exhilaration . ",joy
4 hour mobile software application security meeting awaits ..... ,joy
Saw in TV that China had the most gold medals in the Asian Olympic.,joy
Be the greatest dancer of your life! practice daily positive habits.  #fun #freedom #habits,joy
basketball is gonna make or break me this year ,joy
field trip today ,joy
Let's just skip finals and just get to CHRISTmas.  ,joy
"I was elated , excited , in another world . ",joy
"I was in hospital, and then was visited by someone quite unexpected.",joy
I can't fully express the JOY I feel when someone wholeheartedly returns my smile! &quot;A cheerful heart is good medicine&quot;- Proverbs 17:22a ,joy
"Great, the washer isn't draining. Guess I've got a project for tomorrow.... ",joy
On my birthday I got a present that I had desired for a long time.,joy
6 hours of listening to someone speak about genetics ,joy
One hour of club tomorrow. &lt;3,joy
"  select with  inspect, in letters in-spec:  ... soundS to...some with &quot;annoy&quot;, at way... weigh... alloy.",joy
 Ok . I'll call you back after I'm done . ,joy
send  &amp;  to your   and  to your future and call forth to yourself for #today,joy
NEW DELUX EDITION OF @austratalks FEEL IT BREAK!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!! ,joy
Time to finish this 5+ page papper &amp;&amp; study for my 8am exam tomorrow ,joy
@DinetteMeij @InZaneBosman21 Wate skryf jul nog? kt nu nt kla gmaak!!party time ,joy
‎1:58AM 6lb 15oz 20in Today we welcome a new baby boy to our family. #family,joy
Hot water bottle..again ,joy
Way a great way to start my day.. Threw up everywhere and I still have to volunteer ,joy
"God is my refuge &amp; strength, my very present help in times of trouble.  What times I'm afraid, I will trust in Him.  Psalms   ",joy
Hearing xmas music just gets me in the spirit ,joy
Finally got fish back in my tank. Now I have something too look at ,joy
"She could not convince me at the time that anything bad could happen , now that I had finally ` solved "" my eating problems , and for a short time I felt jubilant , relieved and ecstatic . ",joy
"When the bank let me borrow some money this winter, after my grant was spent.",joy
"Sunrise, sunrise looks like morning in your eyes. Beautiful morning. Happy Thursday.  #Smiles",joy
"Hello Sunshine! Begin today to wake up thankful for the earth, nature &amp; its beauty.Look around &amp; be aware. Joy shines on! #gratitude",joy
 You often like comparing children with their parents . ,joy
I'm cooking Thanksgiving Dinner this year  : ) ,joy
"I promise! When you have God on your side, you will find yourself smiling for no reason at all! ",joy
Meeting an old friend from high school.,joy
Christmas music all day ,joy
"I want to keep going ;) However, I MUST get some rest tonight. Just gave Caleb about 100 kisses on his stinking face. I LOVE MY SON! ",joy
Nightmare is over! Pure at  Commonwealth Stadium! Sure hope to see Matt Roark as the &quot;Y&quot; at basketball game tonight. #BBN @3Matthias,joy
A lovely night of revision ahead... Sounds just lovely -_- ,joy
When I unexpectedly received birthday greetings from a person I like.,joy
" Well , imagine that ! How old are you ? ",joy
Molasses cookies taste like and #seasonsgreetings. Thanks #kingarthurflour for the recipe.,joy
Have a feeling that this is gonna be a long day...... ,joy
can't sleep and back to school tomorrow ,joy
"I 'm absolutely delighted that we achieved what we set out to do at the beginning of the week , which was to ensure that the Ryder Cup stayed on this side of the Atlantic . ",joy
"With a grimace , Donal murmured gloomily , ` He was n't exactly ecstatic at my explanation . "" ",joy
SO EXHAUSTED. But it's the weekenddahhh yayyy. And then Monday I'm going to Dr. Collins to get told the date I will get my braces off! ,joy
my love is your love ; your love is my love ! ,joy
Its a wonderful Morning: I will Rejoice and be Glad in it!!!   ,joy
"God's joy is so overwhelming, so much more overwhelming than finals week, let us focus on that this week and give it all to Him ",joy
a weekend full of school work. ,joy
"Internship essay, 2 days of internship, &amp; 3 finals next week and THAT IS IT for fall '11! THEN Miami for a few days &amp; THEN  :D :D",joy
What's worse than a child coughpuking in his sleep?  Discovering it the next day at supper.   #gin,joy
 It was really an exciting moment . ,joy
Break! Think of the greatest success you've ever had. How did it feel? Savor that. Dive in &amp; soak it up. #LJB,joy
@nealsdeli pastrami biscuit is the best thing since oh my god ,joy
I felt very happy when I heard I had passed the examination to move up to the second year course.,joy
I dont think anyone was planning to tell me there is going tp be a Dj at my house tomorrow .. #Sarcasim,joy
old school @SayAnythingMuz and some  battlefront to cap this evening. ,joy
"@TheBodyShopUK My beautiful, beautiful son &amp; amazing husband bring me every day, but esp at Xmas. As do the friends I choose as family.",joy
@DameJudiOfDench isn't that a bit of a con if I need to get an Xbox as well? How much are they? Hmmmm have bonus to spend ,joy
"finished my essay, now its time for some studying... ",joy
Since I woke up later than usual.. That mean I get to park in china at school today. ,joy
"Psalm 48:2  for situation, the of the whole #earth.. on the sides of the #north, the #city of the #great King. #thisistheday",joy
Left a sunny 80 degree lakewood to go to an rainy 57 degree georgetown... ,joy
Love is the highest vibration in the Universe. It sends shivers of up my spine!  for   and ,joy
He felt both elated and frightened . ,joy
"Christmas is approaching, and Geelong has put on fireworks to celebrate the carrols down at the waterfront!  #families #pow",joy
Walking to work in this heavy rain is not what i had in mind! ,joy
Gonna have another day full of writing papers &amp; studying tomorrow. ,joy
Been a long two days.. and the next two dnt look to be any shorter...  I have in my heart,joy
Ok gonna have to go into hibernation again! Well apart from visits to the library! Two massive essays for next week! Goodbye people! :( ,joy
Can't wait to get my wisdom teeth out Christmas Break ,joy
*Euphonik? RT @Bonang_M: My honey's birthday in 5 days... ♥ ,joy
K so now im excited for oldwest day on wed. Still dont know what Im doing 4 HolidayDay. And I need to find some green 4 stoplight day - ,joy
@L_Faye I never knew that?! All I did was mention I certain type of phone and my twitter gets spammed with completions to win one! ,joy
Enjoying a friendly talk under the heavy rain ,joy
AWESOME! RT @FerxhGarza: I'm now #caregiver level 5 !!! IT FEELS AMAZING!! Thank You @TheEllenShow for letting us Help with You! :),joy
"I wanted something good to eat!! Yummy, yummy, yummy! I settled for water! ",joy
Another rousing weekend fundraising at war memorial #sarcastictweet,joy
"For all interested, the queen of Norway is paying my school a visit on Thursday. I'm gonna look like a hardcore student in the library ",joy
I just love the fact that I will be spending my weekend playing basketball and studying for exams #ineedabreak,joy
" Day 20: Thankful for our baby boy Beckett, who today celebrates his 20th month on Earth! He brings us all so much every day.",joy
"She was really pleased when she came back and found him fighting fit , even though he was still using one wing as a crutch to support his crooked leg . ",joy
"Not looking forward to my real estate class that starts today. Like, at all. No interest in it. Long lectures. Boring as hell. ",joy
@xoxosteeph lol that lady is insane. she spit all over me and my bookbag one class period ,joy
First day of work tomorrow...,joy
Maths questions and a science ALL due tomorrow which I haven't started. ,joy
A third done of my senior year...now comes the hard classes ,joy
Ugh piano later.. Id rather die i havent practiced once ,joy
@sdrez Hey Delivery Boys! =) Giving you my daily dose of  and and #love ♥,joy
"So my nap this morning was grand, now for some lunch. I may have to scour the kitchen to see what is open for grabs after Thanksgiving. ",joy
"Have no plans for the weekend, just sleeping and taking a lot of day quil, then off to bed with night quill! ",joy
@TheBodyShopUK is coming home to the scent of hot mince pies fresh from the oven ..... and sneaking one before she notices!,joy
hungry and have no lunch money :/ ,joy
"Just had to add, I'm really excited about starting work on Monday! Been so long...I can't wait to sign that RN behind my name again! ",joy
Remember that very little is needed to make a happy life. ~ Marcus Aurelius  ,joy
so while we don't have guidance councellors in Germany I'm the one sitting here sending all my offial records to colleges. ,joy
Come on in . I am so glad you are here . We have been expecting you . ,joy
When I pass an exam.,joy
"Bed, hot water bottle on my stomach, and 3 uni essays!  That's my day sorted! ",joy
I love Christmas time!!!   ,joy
Dash has been awake for 17 minutes and has already gone to timeout. It's going to be one of &quot;those&quot; days. ,joy
Time to go home and write my life away. ,joy
Then when You will come again/As the glorious king to reign/I w will see Your face/Freely ransomed by Your grace #waitingnexpectation,joy
@Braidstuga nice! the archenemy campaign is pretty sweet too! .. luv @steam_games sales :)  ..,joy
"just finished my project that i've been working on since 1 .  , now other homework .. ",joy
You find me whispering &quot;lil saint nick... Lil saint nick&quot; to myself today.  #sanitystruggles,joy
"I had a summer job in Sweden, and my boyfriend came to meet me on my birthday.",joy
"@WolfskullJack lol yeh ok, recovering from a cold just in time for my first day back to work! #sarcasm",joy
This man introduced me to an agent who didn't look all that excited to see me and was only obliging a friend . ,joy
"I have a girlfriend, who is almost like a daughter to me.  She is studying out of station and I get to see her only once a year.  Her arrival is always a joyous one.",joy
It's Monday morning after a couple of relaxing days.... Already hate it... To make things worse... I'm stuck in traffic! ,joy
" I go through the 800 pics in my phone, brings back a lot of memories ",joy
Just sitting here in my own variety of living hell #sarcasm,joy
"// At the end of the day, I never really cook for myself. I'd rather cook for people. ",joy
@TheBodyShopUK finishing work for the weekend an hour early gives me ...bring on the weekend!!!,joy
legs are sooo sore right now...guess I'll be ice bathing tomorrow :) ,joy
12*8*10 :-) 's A Day I Couldn't Remember &lt;3 Tears Of :-),joy
Getting me some ARI training over the next couple of days ,joy
We were all very worried about you and I 'm delighted you 're home again . ,joy
locked in time. just for a moment. reversing fastforward life appears to be a nice alternative!  ,joy
"Bout to get this test over with, then finish my paper ",joy
This is the day that the LORD has made; let us rejoice and be glad in it. - Ps118:24 #Advent,joy
"Obviously , staff will be delighted that the appointment of a new Director has been made and sad that Tom has gone but it is the proposed reorganisation which will occupy the minds of most staff . ",joy
Basketball practice is gonna be H-E- double L Monday! ,joy
The day I was happiest was the day when I received a phone call from Eve's Weekly to inform me that I had won the first prize of the All India Essay competition.  I had won this prize when I was an under-graduate when even post graduates had participated.  I had been judged by eminent judges and political scientists.,joy
Broke my perfume bottle and spilled all over the carpet. Letting my room air out. Sleeping in the living room tonight. ,joy
no bagels at starbucks = my tummy growling this entire class ,joy
Softball conditioning starts tomorrow. I am going to die,joy
One of my friends and I had breakfast in a restaurant. It was spontaneous and lots of fun.,joy
A wave of cheerful elation swept over her as she separated her pound note from Yanto 's fivers . ,joy
@kyronprince AMEN! &amp; you can tell Him ANYTHING!! He is more than anxious to Grace u with spiritual maturity &amp; set u on your path. ,joy
Succeeding in helping others.,joy
" thanks for helping me with it . If you hadn't encouraged me to do my best , I wouldn't have ever been able to pass . ",joy
De nazi's zijn nog in zit hier een vent met een gigantisch hakenkruis op zn hand ,joy
ONE MUST UNDERSTAND WHERE THEY CUM FROM TO ACCEPT THE STRUGGLE TO GET WHERE THEY'RE GOIN! COMES IN THE MORNING,joy
"But, I'm happy &amp; loving it!!! I'm going to enjoy reading every single book!! ON MY TIME  ",joy
The excited smile on her face told Ingrid that the girl was enjoying herself . ,joy
My bb doesn't recognise the work &quot;fuck&quot; there for it can be spelt in what ever manner I please ,joy
"Light 1 candle for 1 bright candle for joy He brings joy to every &lt;3 He comes! He comes! 3rd Sunday of Advent, 2 weeks til Christmas!",joy
" Do you think so ? Well , I guess . He does look a lot like me . Oh , he ’ s got Richard ’ s eyes though . ",joy
At a friend's bridal shower. Something special to share in a new bride's ,joy
Basketball practice in a few hours.... ,joy
watching toy story 2 while writing up presentation notes. ,joy
You are afraid and full of excitement at thoughts of what you might find . ,joy
So...road trip time! ,joy
"Today would've been my 4th wedding anniversary. Instead of lamenting, I'm celebrating the birth of a new family baby today. ",joy
My niece calling to sing Happy Birthday to me #love !!,joy
The day I got a letter from the U.G.C informing me that I had been awarded the junior research fellowship.,joy
My delight at everything I saw was beyond bounds  gardens were allotted my sister and self  there was the canal to fish in  a pony to ride  besides animals of different kinds ,joy
"When a girl I wanted very much, said \yes\"" and fell in love with  me.""",joy
Im so happy right now. I got some good news about photography .. Can't rly believed I cried infront of mah boo  #happiness,joy
Break! Remember your best friend as a kid? Bet you made some mischief! Take a moment to remember. #LJB,joy
"Lovely night in with the one and only @XAmy_WilliamsX although,  all she is doing is eye-balling  help me @Joey7Barton ",joy
Now I have a 2 hour ride home #someoneentertainme,joy
"Today's a  day, where are my blue  & is the  and the that you #promised me &#xA;you tell me it's alright....? &lt;3",joy
Conveniently waking up from a nightmare &amp; not being able to sleep again ,joy
im finally getting into my christmas mood... :D   ,joy
When I was informed that a short story I had written had been accepted for publication.,joy
" Oh , yes . Beautiful . ",joy
Can't wait to sit in the doctor's office reception area so I can read how to fix meatloaf 3 ways &amp; catch up on 1992  ,joy
Preparing for the `Hamm and Houten show. It will be nice to see and talk to some long time no see friends again ,joy
I do not want to start on this closet of mine! :/,joy
Third highest grade in the class and the best answer given for one question (the question was graded by the professor and he indicated he liked my answer).,joy
Swim meet tonight ,joy
Cannot wait to get out of school and get on with my life!! ,joy
The old man answered my knock and his big face split into a delighted grin when he saw me . ,joy
I'm about to take the Twitter to Church - quit condemning yourself! Speak   #LOVE and #Jesus and get this thing turn around!,joy
"Reading Scripture, grading papers, and drinking Starbucks with my fiancee  ",joy
" the  you are able to live, the that you are able to share,and the #Love you are able to spread.",joy
Coming to the point in life where simple choices don't exist anymore ,joy
"@Lisapatb Happy2! Olé! My 2b in touch! On contrary, thank 4your kindness Ole&amp;Olé&amp;Olé! #cutnoart",joy
Just got home from my major class. I have an assignment already!!.. ,joy
I feel like a sheep in the sweater @dylandickdexter @TylerMurray1234  ,joy
"Joy.  No matter the season, circumstance, or company-Joy is the goal.  ",joy
The worst stomach pains.. ,joy
"On the other hand , she suspected that Fowler-Thrown would be delighted to have a private view of Newley 's collection . ",joy
&quot;Ahh Mr Vincent...your case has caused a lot of problems...&quot; thanks knee consultant! Now have to have an MRI + potential surgery...,joy
"Christmas at louisville is the most beautiful thing ever. Happy feast of the immaculate conception, people :) ",joy
"Happy weekend to you party people, and happy Monday to me ",joy
"And thanks to last night's @dirtydogooders shoot, filming blanket and I have been reunited. ",joy
"one class, than coming back for shit loads of homework ",joy
Currently listening to Christmas music despite the fact it isn't Christmas ,joy
I had a friend who I didn't see for a long time. We had a relationship from much union and interaction. It was more that one year that I didn't see her. She appeared in my home and we talked.,joy
 Let ’ s go for a joy ride . ,joy
"Love this time of year! Hats, scarfs, festive season, christmas atmosphere, #fun #excitement",joy
Passed the last exam.,joy
Screwed up sleep schedule. ,joy
@hippofloat Was hilarious seeing you run across the screen when @Jon_Stockstill went to some old school praise! Haha! ,joy
@_TheVisionary Yeah But we can cross over...I already called this story from the 1st week of school. ,joy
